"ID","INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","UOR_DESC","LEOKA_APPLIES","OFFICER_KILLED","TYPE_OF_ASSIGNMENT","TYPE_OF_ACTIVITY","OFFENSE_CITY","OFFENSE_ZIP"
"1900","80-18-085047","2018-10-29 17:30:00","2018-10-29 17:25:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","225","HIGHWAY / ROAD / ALLEY","S 7TH ST / ALGONQUIN PKY                                    ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"1901","80-18-081991","2018-10-14 00:50:00","2018-10-14 00:16:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","400 BLOCK E JEFFERSON ST                                    ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40202"
"1902","80-18-081853","2018-10-18 23:50:00","2018-10-18 19:55:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DIXIE HWY / W ST CATHERINE ST                               ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40210"
"1903","80-18-084051","2018-10-26 11:07:00","2018-10-26 11:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DIXIE HWY / GARLAND AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40210"
"1904","80-12-039148","2012-05-17 14:34:00","2012-05-17 14:34:00","HOMICIDE","09A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","1000 BLOCK S 32ND ST                                        ","MURDER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"1905","80-12-039148","2012-05-17 14:34:00","2012-05-17 14:34:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","1000 BLOCK S 32ND ST                                        ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"1906","80-12-077130","2012-09-27 19:30:00","2012-09-27 19:10:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","S 28TH ST / W MARKET ST                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40212"
"1907","80-12-084721","2012-10-24 14:43:00","2012-10-19 20:15:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","JAIL / PENITENTARY","400 BLOCK S 6TH ST                                          ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"1908","80-12-074553","2012-09-18 12:38:00","2012-09-18 12:30:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL",""
"1909","80-12-074553","2012-09-18 12:38:00","2012-09-18 12:30:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL",""
"1910","80-12-074553","2012-09-18 12:38:00","2012-09-18 12:30:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL",""
"1911","80-12-074553","2012-09-18 12:38:00","2012-09-18 12:30:00","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","","SCHOOL - ELEMENTARY / SECONDARY","1900 BLOCK BASHFORD MANOR LN                                ","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","RESPONDING TO DISTURBANCE CALLS","WEST_BUECHEL",""
"1912","80-12-097337","2012-12-08 16:40:00","2012-12-08 16:00:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","436","GOVERNMENT / PUBLIC BUILDING","4800 BLOCK SOUTHSIDE DR                                     ","MENACING","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"1913","80-12-097337","2012-12-08 16:40:00","2012-12-08 16:00:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","436","GOVERNMENT / PUBLIC BUILDING","4800 BLOCK SOUTHSIDE DR                                     ","ASSAULT - 4TH DEGREE (MINOR INJURY)","YES","NO","DETECTIVE OR SPECIAL ASSIGNMENT ALONE","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40214"
"1914","80-12-096432","2012-12-05 21:51:00","2012-12-05 19:54:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","1200 BLOCK CEDAR CT                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"1915","80-13-028410","2013-04-23 00:45:00","2013-04-23 00:15:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","236","HIGHWAY / ROAD / ALLEY","4300 BLOCK CANE RUN RD                                      ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40216"
"1916","80-13-018371","2013-03-16 06:44:00","2013-03-16 06:44:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","OTHER RESIDENCE (APARTMENT/CONDO)","600 BLOCK W ORMSBY AVE                                      ","WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40203"
"1917","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1918","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1919","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1920","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1921","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1922","80-13-022477","2013-04-01 05:14:00","2013-04-01 05:10:00","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BOST LN / FOREMAN LN                                        ","ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40219"
"1923","80-12-074075","2012-09-17 15:00:00","2012-09-16 17:28:00","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","811","DEPARTMENT / DISCOUNT STORE","3700 BLOCK DIANN MARIE RD                                   ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40241"
"1924","80-13-025954","2013-04-14 01:42:00","2013-04-14 00:30:00","ASSAULT","13A","PART I","COMPLETED","7TH DIVISION","724","OTHER / UNKNOWN","9700 BLOCK PRESTON CROSSING BLVD                            ","ASSAULT - 2ND DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40229"
"1925","80-13-025954","2013-04-14 01:42:00","2013-04-14 00:30:00","ASSAULT","13C","PART II","COMPLETED","7TH DIVISION","724","OTHER / UNKNOWN","9700 BLOCK PRESTON CROSSING BLVD                            ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40229"
"1926","80-18-084051","2018-10-26 11:07:00","2018-10-26 11:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DIXIE HWY / GARLAND AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40210"
"1927","80-18-084051","2018-10-26 11:07:00","2018-10-26 11:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DIXIE HWY / GARLAND AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40210"
"1928","80-18-084051","2018-10-26 11:07:00","2018-10-26 11:07:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DIXIE HWY / GARLAND AVE                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40210"
"1929","80-18-048820","2018-06-27 14:09:00","2018-06-27 14:09:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","S 32ND ST / GARLAND AVE                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40211"
"1930","80-18-077235","2018-10-03 05:36:00","2018-10-03 05:36:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3100 BLOCK S 2ND ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"1931","80-18-077235","2018-10-03 05:36:00","2018-10-03 05:36:00","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","3100 BLOCK S 2ND ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40208"
"1932","80-18-082645","2018-10-21 15:31:00","2018-10-21 15:31:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","123","PARKING LOT / GARAGE","1000 BLOCK W BROADWAY                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40203"
"1933","80-18-086609","2018-11-04 03:01:00","2018-11-04 03:01:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","BAR / NIGHT CLUB","1100 BLOCK BARDSTOWN RD                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"1934","80-18-086609","2018-11-04 03:01:00","2018-11-04 03:01:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","BAR / NIGHT CLUB","1100 BLOCK BARDSTOWN RD                                     ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"1935","80-18-086638","2018-11-04 07:45:00","2018-11-04 03:01:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","DRUG STORE/DR`S OFFICE/HOSPITAL","500 BLOCK S JACKSON ST                                      ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ALONE (FOOT, OFF DUTY, ECT)","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS","LOUISVILLE","40202"
"1936","80-18-087417","2018-11-07 02:47:00","2018-11-07 02:47:00","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","10400 BLOCK DIXIE HWY                                       ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","OTHER ASSISTED (FOOT, OFF DUTY, ETC)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40272"
"1937","80-18-088261","2018-11-10 01:03:00","2018-11-10 01:03:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","211","HIGHWAY / ROAD / ALLEY","S 41ST ST / W MARKET ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1938","80-18-088261","2018-11-10 01:03:00","2018-11-10 01:03:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","211","HIGHWAY / ROAD / ALLEY","S 41ST ST / W MARKET ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1939","80-18-088261","2018-11-10 01:03:00","2018-11-10 01:03:00","ASSAULT","13A","PART I","COMPLETED","2ND DIVISION","211","HIGHWAY / ROAD / ALLEY","S 41ST ST / W MARKET ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1940","80-18-087654","2018-11-07 18:28:00","2018-11-07 18:28:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","135","HIGHWAY / ROAD / ALLEY","E JEFFERSON ST / S PRESTON ST                               ","WANTON ENDANGERMENT-2ND DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40202"
"1941","80-18-089281","2018-11-14 08:13:00","2018-11-12 17:36:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1300 BLOCK WELLER AVE                                       ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40208"
"1942","80-18-091157","2018-11-19 11:10:00","2018-11-19 11:10:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 20TH ST / BANK ST                                         ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"1943","80-18-091157","2018-11-19 11:10:00","2018-11-19 11:10:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 20TH ST / BANK ST                                         ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"1944","80-18-091873","2018-11-24 13:44:00","2018-11-24 13:44:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 24TH ST / PORTLAND AVE                                    ","ASSAULT - 1ST DEGREE","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1945","80-18-091873","2018-11-24 13:44:00","2018-11-24 13:44:00","ASSAULT","13A","PART I","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 24TH ST / PORTLAND AVE                                    ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1946","80-18-093187","2018-11-24 13:01:00","2018-11-24 13:01:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","HIGHWAY / ROAD / ALLEY","3000 BLOCK MONTANA AVE                                      ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","DOMESTIC DISTURBANCE","LOUISVILLE","40208"
"1947","80-18-092899","2018-11-26 00:27:00","2018-11-26 00:27:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1200 BLOCK S 4TH ST                                         ","OBSTRUCTING GOVERNMENTAL OPERATIONS","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"1948","80-18-095073","2018-12-05 21:22:00","2018-12-05 21:21:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","2400 BLOCK PORTLAND AVE                                     ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","ATTEMPTING OTHER ARREST","LOUISVILLE","40212"
"1949","80-18-096286","2018-12-10 13:13:00","2018-12-10 13:13:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","DIXIE HWY / OAK PARK DR                                     ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40258"
"1950","80-18-096969","2018-12-12 21:51:00","2018-12-12 17:44:00","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","9200 BLOCK ALEXANDER AVE                                    ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40272"
"1951","80-18-097113","2018-12-11 01:00:00","2018-12-11 01:00:00","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","225","HIGHWAY / ROAD / ALLEY","S 11TH ST / BRASHEAR DR                                     ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40210"
"1952","80-10-001117","2010-01-01 03:20:00","2010-01-01 03:20:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1500 BLOCK ARCADE AVE                                       ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40215"
"1953","80-10-001940","2010-01-09 21:23:00","2010-01-09 21:23:00","ASSAULT","13C","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","BRECKENRIDGE LN / LANDSIDE DR                               ","MENACING","YES","NO","TWO-MAN VEHICLE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40220"
"1954","80-10-005162","2010-01-21 21:57:00","2010-01-21 21:57:00","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","2700 BLOCK ROWAN ST                                         ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1955","80-10-005162","2010-01-21 21:57:00","2010-01-21 21:57:00","ASSAULT","13C","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","2700 BLOCK ROWAN ST                                         ","TERRORISTIC THREATENING 3RD DEGREE","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","TRAFFIC PURSUIT OR STOPS","LOUISVILLE","40212"
"1956","80-10-010836","2010-02-14 04:48:00","2010-02-14 04:48:00","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S JACKSON ST  / E ST CATHERINE ST                           ","MENACING","YES","NO","ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)","ALL OTHER","LOUISVILLE","40203"
"1957","80-10-014674","2010-03-02 03:33:00","2010-03-02 03:33:00","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","E OAK ST / S PRESTON ST                                     ","WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE","LOUISVILLE","40203"
"1958","80-10-013394","2010-02-25 03:44:00","2010-02-25 03:44:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","PARKING LOT / GARAGE","600 BLOCK BAXTER AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
"1959","80-10-013394","2010-02-25 03:44:00","2010-02-25 03:44:00","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","PARKING LOT / GARAGE","600 BLOCK BAXTER AVE                                        ","ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON","YES","NO","ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)","RESPONDING TO DISTURBANCE CALLS","LOUISVILLE","40204"
